"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"","","","verusamo","nyarlathotep","0-1","",1103,1222,NA,NA,NA,"","c_104","6 days","29","checkmate"
"","","","teofil2","kobyz","1-0","",1391,1429,NA,NA,NA,"","l_104","              1 min","29","time"
"London (England)","1834.??.??","?","MacDonnell Alexander (ENG)","De La Bourdonnais Louis C (FRA)","1/2-1/2","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O Bb6 7.d4 exd4 8.cxd4 d6 9.h3 h6 10.Nc3 Nge7 11.Bb2 O-O 12.Ne2 Ng6 13.Ng3 Kh8 14.Qc2 Nh4 15.Nxh4 Qxh4 16.Rad1 Bd7 17.Kh2 f5 18.d5 Ne5 19.Bxe5 dxe5 20.exf5 Qf4 21.Bd3 Rae8 22.Rde1 Qb4 23.Re4 Qd6 24.Rg4 Qxd5 25.Nh5 Re7 26.f6 gxf6 27.Qc1 Bxg4 28.Qxh6+ Kg8 29.Qg6+ Kh8 1/2-1/2')"">","o_105","","",""
"","","","terminator6","rupendra","1-0","",1412,1078,NA,NA,NA,"","c_105","17 minutes","2","time"
"","","","UncleJoe","Dramatist","1-0","",1600,1106,NA,NA,NA,"","l_105","              1|5","13","resignation"
"London (England)","1834.??.??","?","MacDonnell Alexander (ENG)","De La Bourdonnais Louis C (FRA)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.O-O Bb6 7.d4 exd4 8.cxd4 d6 9.h3 h6 10.Bb2 Qe7 11.e5 dxe5 12.Ba3 Qf6 13.Re1 Bd7 14.dxe5 Qf5 15.Nc3 O-O-O 16.Nd5 Be6 17.Bd3 Rxd5 18.Bxf5 Rxd1 19.Bxe6+ fxe6 20.Raxd1 Nge7 21.Rd3 Nd5 22.g3 g5 23.Kg2 Rg8 24.Re4 a5 25.Ne1 Ncb4 26.Bxb4 axb4 27.a3 bxa3 28.Rxa3 Kd7 29.Rf3 c5 30.Rf7+ Kc6 31.Rh7 Rg6 32.h4 gxh4 33.Rxh4 Ba5 34.Nf3 Nc7 35.R7xh6 Rg7 36.Kf1 b5 37.Ke2 Kd5 38.Rh7 Rg8 39.Rd7+ Kc6 40.Rd6+ Kb7 41.Rh7 b4 42.Nd2 Ra8 43.Rxe6 Bb6 44.Nc4 Ra2+ 45.Kd3 Ba7 46.Rf6 Ra1 47.e6 Re1 48.e7 b3 49.Na5+ Kc8 50.Rf8+ Ne8 51.Rxe8+ Kc7 52.Nxb3 1-0')"">","o_106","","",""
"","","","jay","igor","1-0","",1540,1113,NA,NA,NA,"","c_106","2 days","22","checkmate"
"London (England)","1834.??.??","?","MacDonnell Alexander (ENG)","De La Bourdonnais Louis C (FRA)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Bb2 Nf6 10.e5 dxe5 11.d5 Na5 12.Bxe5 O-O 13.Bd3 Nxd5 14.Nbd2 Bg4 15.h3 Bh5 16.Qc2 Bg6 17.Bxg6 fxg6 18.Rad1 Qe8 19.Rfe1 Qc6 20.Qb2 Rf7 21.Bd4 Nf4 22.Ne4 Nxh3+ 23.Kh2 Rxf3 24.gxf3 Nf4 25.Bxg7 Nh5 26.Nf6+ Nxf6 27.Qxf6 Qxf6 28.Bxf6 Rf8 29.Rd8 Bxf2 30.Rxf8+ Kxf8 31.Re7 Bd4 32.Bg5 h6 33.Re4 Bg7 34.Bd8 Nc6 35.Bxc7 Kf7 36.Kg3 g5 37.a4 h5 38.a5 Kf6 39.Rc4 Ke6 40.Rc5 Bf6 41.Rb5 b6 42.axb6 axb6 43.Kg2 Ne5 44.Bxb6 Kf5 45.Be3 Be7 46.Kf2 Bf6 47.Bd2 Be7 48.Ke3 Bf6 49.Be1 h4 50.Bc3 Bg7 51.Kf2 Bf6 52.Kg2 Bg7 53.Bd4 Bf6 54.Kh3 Kf4 55.Kg2 Kf5 56.Bg1 Kg6 57.Bh2 Nd3 58.Rd5 Nf4+ 59.Bxf4 gxf4 60.Kh3 1-0')"">","o_107","","",""
"","","","geroronimo","iliri98","1-0","",1711,1150,NA,NA,NA,"","l_107","              5 min","19","checkmate"
"London (England)","1834.??.??","?","MacDonnell Alexander (ENG)","De La Bourdonnais Louis C (FRA)","1-0","C52",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 Bb6 8.dxe5 Bg4 9.Bb5 Bxf3 10.Qxf3 dxe5 11.Qg3 Qf6 12.Bg5 Qe6 13.Na3 Nf6 14.Bxf6 gxf6 15.Rad1 Bc5 16.Qg7 Ke7 17.Bc4 Rag8 18.Qxg8 Rxg8 19.Bxe6 fxe6 20.Nc2 Rg4 21.Rfe1 f5 22.exf5 exf5 23.Ne3 Bxe3 24.Rxe3 Ke6 25.Rh3 Rg7 26.Rh6+ Ke7 27.Rb1 Nd8 28.f3 b6 29.Rd1 Nf7 30.Rc6 Rg8 31.Rxc7+ Kf6 32.Rxa7 Rc8 33.Rdd7 Ng5 34.Rdc7 1-0')"">","o_108","","",""
"","","","mbish","Negru","0-1","",1076,1298,NA,NA,NA,"","l_108","              10 min","35","game abandoned"
"London (England)","1834.??.??","?","MacDonnell Alexander (ENG)","De La Bourdonnais Louis C (FRA)","1-0","D32",0,0,NA,NA,NA,"1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 exd5 6.Bg5 Be6 7.e3 Nc6 8.Bd3 Be7 9.dxc5 Bxc5 10.O-O h6 11.Bxf6 Qxf6 12.Rc1 Bd6 13.Bb5 O-O 14.Nxd5 Qxb2 15.Rb1 Qa3 16.e4 Rad8 17.Nd2 a6 18.Bc4 b5 19.Bb3 Nd4 20.Qh5 Nxb3 21.Nxb3 Qxa2 22.Nd4 Qc4 23.Rfd1 Bxd5 24.exd5 Rfe8 25.Rbc1 Qa2 26.Nf5 Qe2 27.Qh3 b4 28.g4 a5 29.Re1 Qxe1+ 30.Rxe1 Rxe1+ 31.Kg2 a4 32.Qh4 f6 33.Qh5 Bf8 34.Qg6 Kh8 35.Nxh6 gxh6 36.Qxf6+ Kg8 37.Qxd8 a3 38.Qa5 Rd1 39.Qa4 Rd2 40.d6 Bxd6 41.Qe8+ Kg7 42.Qd7+ Kf8 43.Qf5+ Kg7 44.g5 Be7 45.Qe5+ Kg6 46.Qe4+ Kf7 47.Qf4+ Kg7 48.Qxd2 hxg5 49.Qd5 1-0')"">","o_109","","",""
"","","","verusamo","tactician","0-1","",979,1361,NA,NA,NA,"","c_109","2 hours","19","resignation"
"London (England)","1836.??.??","?","Szen Jozsef (HUN)","Slous F","1/2-1/2","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.d5 Nce7 10.Bb2 f6 11.Nd4 Nh6 12.Qh5+ Ng6 13.Nf5 O-O 14.Nxh6+ gxh6 15.Qxh6 Qe7 16.Nd2 Qg7 17.Qxg7+ Kxg7 18.Kh1 Ne5 19.f4 Ng4 20.h3 Ne3 21.Rf3 Nxc4 22.Nxc4 Bc5 23.Raf1 Bd7 24.e5 Bb5 25.Rc1 Bxc4 26.exf6+ Kf7 27.Rxc4 Rae8 28.Rc2 Re1+ 29.Kh2 Rfe8 30.Rd3 R1e2 31.Rdd2 Rxd2 32.Rxd2 Be3 33.Rc2 Bxf4+ 34.g3 Be5 35.Rxc7+ Kxf6 36.Rxb7 Bxb2 37.Rxb2 Re5 38.Rd2 Re4 39.Kg2 Ke5 40.Kf3 Rd4 41.Rxd4 Kxd4 42.g4 Kxd5 43.g5 Ke5 44.Kg4 d5 45.h4 d4 46.h5 d3 47.Kf3 Kf5 48.g6 1/2-1/2')"">","o_110","","",""
"","","","tactician","vernon","1-0","",1361,1039,NA,NA,NA,"","c_110","51 minutes","14","resignation"
"Paris (France)","1836.??.??","?","De La Bourdonnais Louis C (FRA)","Boncourt","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7 6.Qb3 Nh6 7.d4 Na5 8.Qa4 Nxc4 9.Qxc4 exd4 10.Bxh6 gxh6 11.cxd4 Rg8 12.O-O d6 13.Kh1 Qd7 14.Nc3 c6 15.d5 Rxg2 16.Rg1 Rxf2 17.Rg3 c5 18.e5 b6 19.Re1 Kd8 20.e6 fxe6 21.dxe6 Qe8 22.Nd5 Bb7 23.Reg1 Bxd5 24.Qxd5 Kc7 25.Rg7 Rc8 26.Rf7 Kb8 27.Rgg7 Qc6 28.Qxc6 Rxc6 29.Rxe7 Rxf3 30.Rb7+ Kc8 31.Rxa7 Kb8 32.Rab7+ Ka8 33.Rbf7 1-0')"">","o_111","","",""
"","","","tactician","BOYLE","1-0","",1361,1200,NA,NA,NA,"","c_111","1 day","31","checkmate"
"Warsaw (Poland)","1836.??.??","?","Petroff Alexander D (RUS)","Warsaw Club","1/2-1/2","C23",0,0,NA,NA,NA,"1.e4 e5 2.Bc4 Bc5 3.c3 Qe7 4.d3 d6 5.Qe2 Be6 6.Bxe6 Qxe6 7.f4 f6 8.Nf3 Nd7 9.d4 Bb6 10.O-O Ne7 11.fxe5 Nxe5 12.Kh1 Nf7 13.Re1 c6 14.Bf4 O-O 15.Nbd2 Qg4 16.Bg3 Rfe8 17.Qd3 f5 18.e5 f4 19.exd6 Ng6 20.Bf2 Nxd6 21.Nc4 Nxc4 22.Qxc4+ Kh8 23.Qf7 Reb8 24.Re4 Qc8 25.Rae1 Qg8 26.Qd7 Nf8 27.Qg4 Ng6 28.h4 Bd8 29.h5 Nf8 30.Qxf4 Bf6 31.g4 h6 32.b3 Nh7 33.Bg3 Rf8 34.Qe3 Qf7 35.Kg2 Ng5 36.Nxg5 Bxg5 37.Qe2 Rad8 38.Re6 Bf6 39.Qe4 Qd7 40.Bd6 Rf7 41.Re2 Bg5 42.c4 Rf6 43.c5 Rxe6 44.Qxe6 Qxe6 45.Rxe6 Kg8 46.Kf3 Kf7 47.Re4 g6 48.hxg6+ Kxg6 49.a4 Rd7 50.Ke2 h5 51.gxh5+ Kxh5 52.Kd3 Kg6 53.Kc4 Rh7 54.Re2 Kf5 55.Bb8 a6 56.Re5+ Kf6 57.Bd6 Bf4 1/2-1/2')"">","o_112","","",""
"","","","erik","dutchdefence","1-0","",1439,1107,NA,NA,NA,"","c_112","23 hours","4","time"
"","","","sangio80","The_Zootster","1-0","",881,1033,NA,NA,NA,"","l_112","              15|10","66","checkmate"
"Berlin (Germany)","1837.??.??","?","Horwitz Bernhard (GER)","Bledow Ludwig E (GER)","0-1","C53",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Bb6 5.d4 Qe7 6.d5 Nd8 7.Be2 d6 8.h3 f5 9.Bg5 Nf6 10.Nbd2 O-O 11.Nh4 fxe4 12.Nxe4 Nxe4 13.Bxe7","o_113","","",""
"","","","justinmahi","ramdrisk10","1-0","",1184,941,NA,NA,NA,"","l_113","              10 min","35","checkmate"
"St. Petersburg (Russia)","1837.??.??","?","Petroff Alexander D (RUS)","Konsultants","1-0","C43",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Bd6 6.O-O O-O 7.c4 f5 8.f4 c6 9.Be3 Be6 10.cxd5 cxd5 11.Nc3 Nc6 12.Rc1 Rf6 13.Bxe4 fxe4 14.Nb5 Ne7 15.Nxd6 Qxd6 16.g4 g6 17.f5 gxf5 18.Bg5 Rff8 19.Bh6 Rfc8 20.Qd2 Qd8 21.Rxc8 Rxc8 22.gxf5 Nxf5 23.Qg2+ Kh8 24.Rxf5 Qg8 25.Rf6 Bh3 26.Qg3 Qxg3+ 27.hxg3 1-0')"">","o_114","","",""
"","","","Pardoner","Miso11","1-0","",1494,1382,NA,NA,NA,"","l_114","              10 min","17","resignation"
"","1837.??.??","?","De La Bourdonnais Louis C (FRA)","Bonfil","1/2-1/2","C52",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O Bb6 7.d4 Na5 8.Bd3 exd4 9.cxd4 Ne7 10.Bb2 O-O 11.Nc3 d6 12.e5 h6 13.exd6 cxd6 14.h3 d5 15.Ba3 Re8 16.Re1 Be6 17.Bxe7 Qxe7 18.Rc1 Nc6 19.Bc2 Qf8 20.Qd3 f5 21.Bb3 Nb4 22.Qd2 Kh8 23.a3 Nc6 24.Bxd5 Bxd5 25.Nxd5 Rxe1+ 26.Rxe1 Ba5 27.Nc3 Qxa3 28.Rc1 Rc8 29.Qe3 Nxd4 30.Nxd4 Rxc3 31.Rxc3 Qxc3 32.Qe8+ Kh7 33.Ne6 Bb4 34.Kh2 Qe1 35.Nf8+ Kg8 36.Ne6+ Kh7 37.Nf8+ 1/2-1/2')"">","o_115","","",""
"","","","ACitizenofCamberia","erik","0-1","",1102,1474,NA,NA,NA,"","c_115","1 day","4","time"
"","","","Eckhart2","siva_chess","1-0","",1410,1429,NA,NA,NA,"","l_115","              5 min","43","time"
"Paris (France)","1838.??.??","?","De La Bourdonnais Louis C (FRA)","Jouy","1-0","C52",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O Nf6 7.d4 Nxe4 8.dxe5 Nxc3 9.Nxc3 Bxc3 10.Qb3 Bxa1 11.Bxf7+ Kf8 12.Bg8 Rxg8 13.Ng5 Nxe5 14.f4 d5 15.fxe5+ Ke8 16.Qd3 Rf8 17.Rxf8+ Kxf8 18.Qxh7 Bd4+ 19.Kh1 Qe8 20.Qh8+ Ke7 21.Qxg7+ Kd8 22.Nf7+ Kd7 23.Nd8+ Qe7 24.e6+ Ke8 25.Qg6+ Kf8 26.Bh6+ Bg7 27.Qh7 Bxe6 28.Qh8+ Bg8 29.Bxg7+ Ke8 30.Qxg8+ Kd7 31.Qxd5+ Ke8 32.Ne6 1-0')"">","o_116","","",""
"","","","WillChessForFood","01234567891011121314","1-0","",1274,689,NA,NA,NA,"","l_116","              10|5","14","resignation"
"Berlin (Germany)","1839.??.??","?","Bilguer Paul Rudolf","Van Der Lasa T","1-0","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+ 5.c3 dxc3 6.O-O cxb2 7.Bxb2 f6 8.Qb3 Nh6 9.e5 fxe5 10.Nxe5 Qe7 11.Nxc6 bxc6 12.Bxg7 Qxg7 13.Qxb4 d5 14.Re1+ Kd8 15.Nc3 Bh3 16.g3 dxc4 17.Rad1+ Bd7 18.Qb7 Rc8 19.Qxc6 Re8 20.Rxd7+ Qxd7 21.Qf6+ Re7 22.Nd5 Ng8 23.Qg5 Qe8 24.Rd1 1-0')"">","o_117","","",""
"Germany","1839.??.??","?","Hanstein Wilhelm (GER)","Van Der Lasa T","1-0","C41",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 d6 3.d4 f5 4.dxe5 fxe4 5.Ng5 d5 6.e6 Nh6 7.c4 Bb4+ 8.Nc3 d4 9.a3 e3 10.axb4 Qxg5 11.Qxd4 exf2+ 12.Qxf2 Qe5+ 13.Be2 Rf8 14.Qh4 Nc6 15.Nb5 Bxe6 16.Qh5+ Qxh5 17.Bxh5+ Kd7 18.b3 Ng4 19.Bg5 Nf2 20.Rf1 Nd3+ 21.Ke2 Rxf1 22.Rxf1 Ndxb4 23.Rd1+ Kc8 24.Bf4 Na6 25.Bf3 h6 26.h4 Ne7 27.Be5 Nf5 28.g4 Nxh4 29.Bxg7 Nxf3 30.Kxf3 b6 31.Nd4 Bd7 32.Bxh6 Nc5 33.g5 Ne6 34.Nxe6 Bxe6 35.Re1 Bg8 36.g6 Kb7 37.Re7 b5 38.Bf4 bxc4 39.Rxc7+ Kb6 40.bxc4 Rf8 41.c5+ Kb5 42.Ke4 a5 43.Bd6 Re8+ 44.Kd4 a4 45.Rb7+ Kc6 46.Rb6+ Kd7 47.Ra6 Re6 48.g7 Rg6 49.c6+ Ke8 50.Ra8+ Kf7 51.Rf8+ Kxg7 52.Rxg8+ Kxg8 53.c7 Rxd6+ 54.Kc5 Rg6 55.c8Q+ Kh7 56.Qd7+ Rg7 57.Qxa4 Rg5+ 58.Kd6 Rg6+ 59.Ke5 Rg5+ 60.Kf6 Rg6+ 61.Kf5 Rg7 62.Qe8 1-0')"">","o_118","","",""
"","","","ACitizenofCamberia","andy","0-1","",1167,1735,NA,NA,NA,"","c_118","1 day","3","time"
"","","","adi786","jamir","1-0","",955,906,NA,NA,NA,"","l_118","              8 min","34","checkmate"
"Germany","1839.??.??","?","Van Der Lasa T","Hanstein Wilhelm (GER)","1/2-1/2","C41",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 d6 3.d4 f5 4.dxe5 fxe4 5.Ng5 d5 6.e6 Nh6 7.c4 Bb4+ 8.Nc3 d4 9.a3 e3 10.Qh5+ g6 11.Qxh6 exf2+ 12.Kxf2 Bf8 13.Qh3 Qf6+ 14.Qf3 Qxf3+ 15.gxf3 dxc3 16.Bh3 Bc5+ 17.Kg2 Nc6 18.bxc3 Ne5 19.Bf4 Nxc4 20.Bxc7 Ne3+ 21.Kg3 h5 22.f4 b6 23.Ne4 h4+ 24.Kf2 Nd5+ 25.Nxc5 bxc5 26.Be5 Rf8 27.Bg2 Bxe6 28.c4 Nxf4 29.Bxf4 Rd8 30.Bc6+ Ke7 31.Ke3 Rd4 32.Bg5+ Kd6 33.Be4 Ke5 34.Bd3 Bxc4 35.Bxc4 Rxc4 36.Rhe1 Rd4 37.Rad1 Kf5 38.Bh6 Re8+ 39.Kf3 Rxe1 40.Rxe1 g5 41.Bg7 g4+ 42.Kf2 Rd2+ 43.Re2 g3+ 44.hxg3 hxg3+ 45.Kf1 Rxe2 1/2-1/2')"">","o_119","","",""
"","","","skuggan","frankie89","1-0","",1200,1200,NA,NA,NA,"","c_119","1 day","3","resignation"
"Paris (France)","1839.??.??","?","Walker George (ENG)","Boncourt","0-1","C52",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O Nf6 7.Ng5 O-O 8.f4 Nxe4 9.Nxf7 Rxf7 10.fxe5 Nxe5 11.Bxf7+ Nxf7 12.Rxf7 Kxf7 13.Qh5+ Kf8 14.Qxa5 d6 15.Qh5 Qf6 16.Qe2 Bg4 17.Qf1 Qxf1+ 18.Kxf1 Ke7 19.d3 Rf8+ 20.Ke1 Nc5 21.Bg5+ Kd7 22.d4 Re8+ 23.Kf1 Ne4 24.Bh4 g5 25.Bg3 h5 26.c4 Nxg3+ 27.hxg3 Be2+ 28.Kf2 Bxc4 29.Nc3 g4 30.Rh1 Bf7 0-1')"">","o_120","","",""
"","","","Alkami","Son5ny","0-1","",1200,1039,NA,NA,NA,"","c_120","1 day","25—?,","time"
"","","","aefros","sodasodamac","1-0","",1580,1349,NA,NA,NA,"","l_120","              7 min","30","resignation"
"London (England)","1840.??.??","?","Buckle Henry T (ENG)","Amateur1","1-0","B50",0,0,NA,NA,NA,"1.e4 c5 2.Nf3 d6 3.Nc3 e5 4.Bc4 Nc6 5.d3 Nge7 6.Bg5 Bg4 7.Nd5 Nd4 8.Nxe5 Bxd1 9.Nf6+ gxf6 10.Bxf7# 1-0')"">","o_121","","",""
"","","","claytonjester","erik","0-1","",1200,1421,NA,NA,NA,"","c_121","1 day","25","resignation"
"","","","lrpp","plax","1-0","",1249,1358,NA,NA,NA,"","l_121","              10 min","29","checkmate"
"London (England)","1840.??.??","3","Popert H","Staunton Howard (ENG)","1-0","B33",0,0,NA,NA,NA,"1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nf3 Nf6 6.Nc3 Bb4 7.Bg5 O-O 8.Bc4 Bxc3+ 9.bxc3 Qa5 10.Qd3 d5 11.exd5 e4 12.Qd2 exf3 13.Bxf6 Re8+ 14.Kf1 gxf6 15.dxc6 Qh5 16.h3 fxg2+ 17.Kxg2 Kh8 18.Qf4 Rg8+ 19.Kf1 Qg6 20.Bd3 Qg2+ 21.Ke2 Qxc6 22.Bxh7 Qb5+ 23.Bd3 Qe5+ 24.Qxe5 fxe5 25.Rab1 f5 26.Rb5 Re8 27.Bc4 a6 28.Rb6 Bd7 29.Rh6+ Kg7 30.Rd6 Bb5 31.Rg1+ Kh7 32.Bxb5 axb5 33.Rdg6 Rxa2 34.Rg7+ Kh6 35.R1g6+ Kh5 36.h4 Rxc2+ 37.Kf1 Rc1+ 38.Kg2 1-0')"">","o_122","","",""
"","","","Azchael","erik","0-1","",1349,1584,NA,NA,NA,"","c_122","1 week","59","checkmate"
"","","","ralphbailey","DILLIGAFUPINHEAD","1-0","",959,840,NA,NA,NA,"","l_122","              10 min","36","time"
"London (England)","1840.??.??","?","Staunton Howard (ENG)","Popert H","1-0","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+ 5.c3 dxc3 6.bxc3 Ba5 7.e5 d6 8.Qb3 Qe7 9.O-O dxe5 10.Ba3 Qf6 11.Nbd2 Bf5 12.Bxf7+ Qxf7 13.Qxb7 Rd8 14.Qxc6+ Bd7 15.Qc5 Bb6 16.Qxe5+ Ne7 17.Rae1 c5 18.Ne4","o_123","","",""
"","1840.??.??","?","Staunton Howard (ENG)","Anonymous","1-0","C52",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.Qb3 Qe7 8.d4 exd4 9.e5 dxe5 10.Ba3 Qf6 11.cxd4 e4 12.Ng5 Nh6 13.Nxe4 Qxd4 14.Nbc3 Bxc3 15.Ng5 Na5 16.Bxf7+ Kd8 17.Ne6+ Bxe6 18.Qxe6 Nc6 19.Rad1 Bd2 20.Rfe1 Nxf7 21.Qxf7 1-0')"">","o_124","","",""
"","","","tactician","Etienne","0-1","",1453,1200,NA,NA,NA,"","c_124","1 day","6","resignation"
"","","","ruthlessrod","diegomog","0-1","",1511,1698,NA,NA,NA,"","l_124","              5 min","24","resignation"
"Berlin (Germany)","1841.??.??","?","Hanstein Wilhelm (GER)","Van Der Lasa T","0-1","C37",0,0,NA,NA,NA,"1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 g4 5.Ne5 Qh4+ 6.Kf1 f3 7.d4 Nh6 8.g3 Qh3+ 9.Kf2 Qg2+ 10.Ke3 f6 11.Nd3 Nf7 12.Nf4 Bh6 13.Kd3 Bxf4 14.Bxf4 c6 15.Nc3 b5 16.Bxf7+ Kxf7 17.Bd6 Na6 18.h4 b4 19.Rg1 Qf2 20.Rf1 Nc5+ 21.Kc4 Ba6+ 22.Kxb4 Bxf1 23.Kxc5 Ba6 24.Qc1 h5 25.e5 Rae8 26.Qf4 Re6 27.Rc1 Rhe8 28.b3 Rxe5+ 29.Bxe5 Rxe5+ 30.Kd6 Re7 31.d5 Qb6 0-1')"">","o_125","","",""
"","","","whipumfife","Drywater","1-0","",1823,1055,NA,NA,NA,"","l_125","              10 min","49","checkmate"
"Berlin (Germany)","1841.??.??","?","Hanstein Wilhelm (GER)","Van Der Lasa T","1-0","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.c3 d3 6.b4 Bb6 7.a4 a6 8.O-O d6 9.Qb3 Qe7 10.Bg5 Nf6 11.Nbd2 O-O 12.Bxd3 Be6 13.Qc2 h6 14.Bh4 Ne5 15.Nxe5 dxe5 16.Kh1 g5 17.Bg3 Nd7 18.Nc4 Bg4 19.f3 Bh5 20.Rad1 f6 21.a5 Ba7 22.Bf2 Bxf2 23.Rxf2 Rad8 24.Ne3 Bg6 25.Qb3+ Kg7 26.Nd5 Bf7 27.Qc2 Bxd5 28.exd5 Rh8 29.Bg6 h5 30.Rfd2 Qd6 31.Bf5 Nf8 32.Qb1 b5 33.axb6 cxb6 34.c4 Nd7 35.Ra2 Nb8 36.c5 bxc5 37.bxc5 Qxc5 38.Qb7+ Kh6 39.Qf7 1-0')"">","o_126","","",""
"","","","Blacklord_SI","Quassum","0-1","",1200,1200,NA,NA,NA,"","c_126","2 hours","3","time"
"","","","charfdorn","Comeman","1-0","",1327,851,NA,NA,NA,"","l_126","              10 min","28","resignation"
"Berlin (Germany)","1841.??.??","?","Hanstein Wilhelm (GER)","Van Der Lasa T","1/2-1/2","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.c3 d3 6.b4 Bb6 7.a4 a6 8.Qxd3 d6 9.O-O Nge7 10.Bf4 O-O 11.Nbd2 Ng6 12.Bg3 Kh8 13.Qc2 f5 14.exf5 Bxf5 15.Bd3 Qd7 16.Rae1 Nf4 17.Bxf5 Qxf5 18.Qxf5 Rxf5 19.Nh4 Rf7 20.Ne4 Ne5 21.a5 Ba7 22.Ng5 Rf6 23.Bxf4 Rxf4 24.g3 Rc4 25.Ne4 Rf8 26.Re2 h6 27.Kh1 g5 28.Ng2 Nf3 29.Rd1 Re8 30.Nxd6 Rxe2 31.Nxc4 Rxf2 32.Na3 g4 33.Ra1 Be3 34.b5 axb5 35.Nxb5 Bd2 36.Nxc7 Bxc3 37.Rd1 Be1 38.Rxe1 Nxe1 39.Nxe1 Rf1+ 40.Kg2 Rxe1 41.a6 bxa6 42.Nxa6 Re2+ 43.Kg1 Ra2 44.Nc5 Rc2 45.Nd3 Kh7 46.Nf4 Kg7 47.h3 gxh3 48.Nxh3 Kg6 49.Nf2 Kf5 50.Kg2 h5 51.Kf3 Rc3+ 52.Kg2","o_127","","",""
"","","","DaveedBLettinuno","chislanoua","0-1","",1369,1693,NA,NA,NA,"","l_127","              1 min","26","resignation"
"Berlin (Germany)","1841.??.??","?","Van Der Lasa T","Hanstein Wilhelm (GER)","1-0","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.c3 d3 6.b4 Bb6 7.a4 a6 8.Qb3 Qe7 9.O-O d6 10.Bg5 Nf6 11.Nbd2 O-O 12.Bxd3 Be6 13.Qc2 h6 14.Bh4 g5 15.Bg3 Nh5 16.Kh1 Kg7 17.Rae1 Rh8 18.e5 d5 19.Nb3 Rac8 20.a5 Ba7 21.Nbd4 Bxd4 22.Nxd4 Nxd4 23.cxd4 Qxb4 24.f4 Nxg3+ 25.hxg3 Qxd4 26.f5 Bd7 27.e6 Ba4 28.f6+ Kf8 29.Qb1 b5 30.Bf5 Rb8 31.Bg6 h5 32.Bxf7 Rh6 33.Bg6 b4 34.e7+ Kg8 35.f7+ 1-0')"">","o_128","","",""
"","","","tenntitansfan","brookfield","1-0","",1037,1041,NA,NA,NA,"","l_128","              5 min","33","time"
